layer,category,automatic_index,expert_index,automatic_span,expert_span,automatic_label,expert_label,automatic_text,expert_text,score,raw_feature_differences,normalized_feature_differences,exclusion_reason
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,57,54,37151:37177,37151:37177,detection,detection,61206.265 | z | 20.6+/-0.2,61206.265 | z | 20.6+/-0.2,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}","{""instrument"":{""automatic"":"""",""expert"":""Pan-STARRS""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,58,55,39764:39782,39764:39782,detection,detection,g = 21.52 +/- 0.13,g = 21.52 +/- 0.13,1.00000000,"{""exposure_time_raw"":{""automatic"":"""",""expert"":""6min""},""instrument"":{""automatic"":"""",""expert"":""COLIBRI""},""obs_time_raw"":{""automatic"":""80 hours after the trigger"",""expert"":""2026-06-16 07:26""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""}}","{""exposure_time_raw"":{""automatic"":"""",""expert"":""6min""},""instrument"":{""automatic"":"""",""expert"":""COLIBRI""},""obs_time_raw"":{""automatic"":""80 hours after the trigger"",""expert"":""2026-06-16 07:26""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,59,56,39785:39803,39785:39803,detection,detection,r = 21.02 +/- 0.10,r = 21.02 +/- 0.10,1.00000000,"{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""exposure_time_raw"":{""automatic"":"""",""expert"":""4min""},""instrument"":{""automatic"":"""",""expert"":""COLIBRI""},""obs_time_raw"":{""automatic"":""80 hours after the trigger"",""expert"":""2026-06-16 07:26""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""}}","{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""exposure_time_raw"":{""automatic"":"""",""expert"":""4min""},""instrument"":{""automatic"":"""",""expert"":""COLIBRI""},""obs_time_raw"":{""automatic"":""80 hours after the trigger"",""expert"":""2026-06-16 07:26""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,60,57,39805:39823,39805:39823,detection,detection,i = 20.69 +/- 0.09,i = 20.69 +/- 0.09,1.00000000,"{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""exposure_time_raw"":{""automatic"":"""",""expert"":""5min""},""instrument"":{""automatic"":"""",""expert"":""COLIBRI""},""obs_time_raw"":{""automatic"":""80 hours after the trigger"",""expert"":""2026-06-16 07:26""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""}}","{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""exposure_time_raw"":{""automatic"":"""",""expert"":""5min""},""instrument"":{""automatic"":"""",""expert"":""COLIBRI""},""obs_time_raw"":{""automatic"":""80 hours after the trigger"",""expert"":""2026-06-16 07:26""},""obs_time_reference"":{""automatic"":""trigger_time_t0"",""expert"":""observation_start""},""obs_time_type"":{""automatic"":""relative_to_trigger"",""expert"":""utc_datetime""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,61,58,39826:39844,39826:39844,detection,detection,z = 20.43 +/- 0.10,z = 20.43 +/- 0.10,1.00000000,"{""exposure_time_raw"":{""automatic"":"""",""expert"":""14min""},""instrument"":{""automatic"":"""",""expert"":""COLIBRI""},""obs_time_raw"":{""automatic"":""80 hours after the trigger"",""expert"":""2026-06-16 07:26""}}","{""exposure_time_raw"":{""automatic"":"""",""expert"":""14min""},""instrument"":{""automatic"":"""",""expert"":""COLIBRI""},""obs_time_raw"":{""automatic"":""80 hours after the trigger"",""expert"":""2026-06-16 07:26""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,62,59,41801:41834,41801:41834,detection,detection,| 3.99 | g | 21.71 ± 0.07 |,| 3.99 | g | 21.71 ± 0.07 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,63,60,41835:41868,41835:41868,detection,detection,| 3.97 | r | 21.34 ± 0.07 |,| 3.97 | r | 21.34 ± 0.07 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,64,61,41869:41902,41869:41902,detection,detection,| 5.08 | g | 21.49 ± 0.08 |,| 5.08 | g | 21.49 ± 0.08 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,65,62,41903:41936,41903:41936,detection,detection,| 5.09 | r | 21.02 ± 0.07 |,| 5.09 | r | 21.02 ± 0.07 |,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""}}","{""instrument"":{""automatic"":"""",""expert"":""2m robotic Liverpool Telescope""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,66,63,43779:43837,43779:43837,detection,detection,2026-06-14 23:15:23 4.56847 15*180 Rc 21.14 0.12 22.3,2026-06-14 23:15:23 4.56847 15*180 Rc 21.14 0.12 22.3,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""SAO RAS""},""limit_sigma"":{""automatic"":"""",""expert"":""3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}","{""instrument"":{""automatic"":"""",""expert"":""SAO RAS""},""limit_sigma"":{""automatic"":"""",""expert"":""3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}",
PHOTOMETRIC_MEASUREMENT,AUTOMATIC_ONLY,67,,43779:43837,,upper_limit,,2026-06-14 23:15:23 4.56847 15*180 Rc 21.14 0.12 22.3,,,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,68,64,43838:43896,43838:43896,detection,detection,2026-06-15 23:42:44 5.57617 8*180 Rc 20.98 0.17 21.8,2026-06-15 23:42:44 5.57617 8*180 Rc 20.98 0.17 21.8,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""SAO RAS""},""limit_sigma"":{""automatic"":"""",""expert"":""3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}","{""instrument"":{""automatic"":"""",""expert"":""SAO RAS""},""limit_sigma"":{""automatic"":"""",""expert"":""3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}",
PHOTOMETRIC_MEASUREMENT,AUTOMATIC_ONLY,69,,43838:43896,,upper_limit,,2026-06-15 23:42:44 5.57617 8*180 Rc 20.98 0.17 21.8,,,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,70,65,43897:43955,43897:43955,detection,detection,2026-06-16 20:30:40 6.44388 3*600 Rc 21.06 0.18 21.9,2026-06-16 20:30:40 6.44388 3*600 Rc 21.06 0.18 21.9,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""SAO RAS""},""limit_sigma"":{""automatic"":"""",""expert"":""3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}","{""instrument"":{""automatic"":"""",""expert"":""SAO RAS""},""limit_sigma"":{""automatic"":"""",""expert"":""3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}",
PHOTOMETRIC_MEASUREMENT,AUTOMATIC_ONLY,71,,43897:43955,,upper_limit,,2026-06-16 20:30:40 6.44388 3*600 Rc 21.06 0.18 21.9,,,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,72,66,45642:45701,45642:45701,detection,detection,2026-06-12 20:18:50 1.88931 96x60 R 20.59 0.10 22.0,2026-06-12 20:18:50 1.88931 96x60 R 20.59 0.10 22.0,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""IKI-GRB-FuN""},""limit_sigma"":{""automatic"":"""",""expert"":""3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}","{""instrument"":{""automatic"":"""",""expert"":""IKI-GRB-FuN""},""limit_sigma"":{""automatic"":"""",""expert"":""3""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""}}",
PHOTOMETRIC_MEASUREMENT,AUTOMATIC_ONLY,73,,45642:45701,,upper_limit,,2026-06-12 20:18:50 1.88931 96x60 R 20.59 0.10 22.0,,,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,74,67,47147:47166,47147:47166,detection,detection,r = 21.31 +/- 0.10,r = 21.31 +/- 0.10,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""NIR""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""instrument"":{""automatic"":"""",""expert"":""NIR""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,75,68,48479:48544,48479:48544,detection,detection,2026-06-15 17:24:09.406 ~4.73 R 300s*12 20.88 +/-0.05,2026-06-15 17:24:09.406 ~4.73 R 300s*12 20.88 +/-0.05,1.00000000,"{""instrument"":{""automatic"":"""",""expert"":""DFOT""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}","{""instrument"":{""automatic"":"""",""expert"":""DFOT""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""}}",
